,,,,,,,,,,,,,,,,,,,,,,,,,,Vcr using FEA,,,,,,,,,,,,,,Vcr using Formula,,,,,,,,,WITH TENSION  ACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vcr using FEA,,,Vcr using Formula,,,,Vcr using FEA,,,,Vcr using Formula,,,,,,,,,,,,,,,,,,,,,,
S.NO,SECTON,WEB OPENNG,Depth of Web opening(dwh/d1),dwh/2,d1,tw,tw(mm),rcl(mm),lip length (mm),"d1,d2(mm)",flange width(mm),"b1,b2(mm)",ri(mm),ro(mm),total depth D (mm),total length(mm)with aspect ratio-1,fyw,E,m,a/d,Vu FEM,Linear Buckling load(kN),dwh,dwh/d1,d1/tw,Aw,Vcr FEA,Vy,λv,Vv,c,c/tw,qs,Vnl(AS)FEA,Vnl FEA/Vnl(AS),Kss,Ksf,Kv,Vcr,vy,λv,Vv,c,c/tw,qsAS/NS,VnlWITHOUT TENSION FIELD,VnlFEA/V AS/NS,Vv,Vnl AS/NS,VnlF/Vnl AS/NS,Vv,VnlAS/NS EITH TENSION FEIEL,VnlF/Vnl AS/NS,Vcr(FEA),Vy,vv,qseq,Vcr(eq),Vy,Vv,qs,VNL,qsFEA=Vfea/Vv,VcrFEA/Vcr eq,qsfea/qs eq,qs pro,qsfea/qs pro,vnl pro,vnlFEA/vnl Pro,DSM pro,qs pro,Vnl Pro,vnlFEA/vnl Pro,qs fea/qs pro,Design Shear Resistance (VRd),Vcr,VU(FEA),Vnl DSM,VnlFEA/V AS/NS,Vnl with tension field,VnlFEA/V AS/NS,VN PRO
,,0.6,115.2,57.6,192,2,2,3,20,16,65,57,2,4,200,569,349.1066271,210000,0.3,1,28.3621,102.53,115.2,0.6,96.00,384,51.263,80.43,1.25,51.26,55.29,27.65,0.51,26.25,1.08,9.34,12.6,10.09,79.71,80.43,1.00,65.26,55.29,27.65,0.51,33.41,0.85,58.76,30.08,0.94,68.16,34.90,0.81,51.26,80.43,58.76,0.43,79.71,80.43,68.16,0.43,29.00,0.42,0.64,0.98,0.46,0.91,31.22,0.91,75.33,0.46,34.50,0.82,0.91,70.36371237,79.70633365,28.3621,33.4097292,0.848917387,34.89852845,0.812701889,34.50052708
,,0.8,153.6,76.8,192,2,2,3,20,16,65,57,2,4,200,569,349.1066271,210000,0.3,1,15.3184,76.56,153.6,0.8,96.00,384,38.281,80.43,1.45,38.28,41.72,20.86,0.39,14.79,1.04,9.34,12.6,10.09,79.71,80.43,1.00,65.26,41.72,20.86,0.39,25.21,0.61,53.11,20.52,0.75,68.16,26.33,0.58,38.28,80.43,53.11,0.16,79.71,80.43,68.16,0.16,11.06,0.22,0.48,1.39,0.23,0.98,15.61,0.98,72.78,0.23,16.67,0.92,0.98,70.36371237,79.70633365,15.3184,25.21102265,0.607607244,26.33447239,0.581686231,16.66740193
7,200x65x20x2.5,0,0,0,190,2.5,2.5,3.75,20,15,65,55,2.5,5,200,565,349.1066271,210000,0.3,1,91.427,697.96,0,0,76.00,475,348.979,99.50,0.53,99.50,95.00,38.00,0.70,70.02,1.31,9.34,12.6,10.09,157.32,99.50,0.80,99.50,95.00,38.00,0.70,70.02,1.31,123.63,87.00,1.05,97.97,68.95,1.33,348.98,99.50,123.63,Not Applicable,157.32,99.50,97.97,Not Applicable,97.97,0.93,2.22,#VALUE!,Not Applicable,#VALUE!,#VALUE!,#VALUE!,112.51,Not Applicable,#VALUE!,#VALUE!,#VALUE!,87.03844629,157.3151322,91.427,70.01527355,1.30581508,68.94527975,1.32608063,112.5098697
,,0.2,38,19,190,2.5,2.5,3.75,20,15,65,55,2.5,5,200,565,349.1066271,210000,0.3,1,80.5548,590.34,38,0.2,76.00,475,295.1675,99.50,0.58,99.50,81.57,32.63,0.60,60.12,1.34,9.34,12.6,10.09,157.32,99.50,0.80,99.50,81.57,32.63,0.60,60.12,1.34,118.09,71.36,1.13,97.97,59.20,1.36,295.17,99.50,118.09,0.88,157.32,99.50,97.97,0.88,86.22,0.82,1.88,0.93,0.90,0.91,88.18,0.91,110.50,0.90,99.45,0.81,0.91,87.03844629,157.3151322,80.5548,60.11912181,1.339919772,59.20036388,1.360714609,99.45235222
,,0.4,76,38,190,2.5,2.5,3.75,20,15,65,55,2.5,5,200,565,349.1066271,210000,0.3,1,60.0963,285.30,76,0.4,76.00,475,142.651,99.50,0.84,97.09,68.14,27.26,0.50,49.01,1.23,9.34,12.6,10.09,157.32,99.50,0.80,99.50,68.14,27.26,0.50,50.22,1.20,95.01,47.96,1.25,97.97,49.46,1.22,142.65,99.50,95.01,0.69,157.32,99.50,97.97,0.69,67.47,0.61,0.91,0.89,0.69,0.89,67.31,0.89,102.19,0.69,70.20,0.86,0.89,87.03844629,157.3151322,60.0963,50.22297007,1.196589925,49.45544802,1.21516036,70.20382008
,,0.6,114,57,190,2.5,2.5,3.75,20,15,65,55,2.5,5,200,565,349.1066271,210000,0.3,1,40.156,202.97,114,0.6,76.00,475,101.485,99.50,0.99,81.90,54.72,21.89,0.41,33.19,1.21,9.34,12.6,10.09,157.32,99.50,0.80,99.50,54.72,21.89,0.41,40.33,1.00,85.12,34.50,1.16,97.97,39.71,1.01,101.49,99.50,85.12,0.43,157.32,99.50,97.97,0.43,41.68,0.41,0.65,0.96,0.46,0.89,44.87,0.89,98.51,0.46,45.12,0.89,0.89,87.03844629,157.3151322,40.156,40.32681833,0.995764151,39.71053215,1.011217877,45.1181475
,,0.8,152,76,190,2.5,2.5,3.75,20,15,65,55,2.5,5,200,565,349.1066271,210000,0.3,1,21.9463,150.47,152,0.8,76.00,475,75.236,99.50,1.15,70.51,41.29,16.52,0.31,21.57,1.02,9.34,12.6,10.09,157.32,99.50,0.80,99.50,41.29,16.52,0.31,30.43,0.72,77.04,23.56,0.93,97.97,29.97,0.73,75.24,99.50,77.04,0.16,157.32,99.50,97.97,0.16,15.89,0.22,0.48,1.38,0.23,0.98,22.44,0.98,95.39,0.23,21.84,1.00,0.98,87.03844629,157.3151322,21.9463,30.43066659,0.721190248,29.96561629,0.732382735,21.84356389
8,200x65x20x3,0,0,0,188,3,3,4.5,20,14,65,53,3,6,200,561,349.1066271,210000,0.3,1,111.421,1210.20,0,0,62.67,564,605.1,118.14,0.44,118.14,94.00,31.33,0.58,68.55,1.63,9.34,12.6,10.09,274.73,118.14,0.66,118.14,94.00,31.33,0.58,68.55,1.63,118.14,68.55,1.63,130.77,75.88,1.47,605.10,118.14,161.60,Not Applicable,274.73,118.14,130.77,Not Applicable,130.77,0.85,2.20,#VALUE!,Not Applicable,#VALUE!,#VALUE!,#VALUE!,118.14,Not Applicable,#VALUE!,#VALUE!,#VALUE!,103.3467025,274.7324692,111.421,68.54902571,1.625420622,75.87682601,1.468445715,118.1376826
,,0.2,37.6,18.8,188,3,3,4.5,20,14,65,53,3,6,200,561,349.1066271,210000,0.3,1,101.667,1026.30,37.6,0.2,62.67,564,513.15,118.14,0.48,118.14,80.71,26.90,0.50,58.86,1.73,9.34,12.6,10.09,274.73,118.14,0.66,118.14,80.71,26.90,0.50,58.86,1.73,118.14,58.86,1.73,130.77,65.15,1.56,513.15,118.14,155.20,0.88,274.73,118.14,130.77,0.88,115.07,0.78,1.87,0.88,0.90,0.86,117.69,0.86,118.14,0.90,106.32,0.96,0.86,103.3467025,274.7324692,101.667,58.86011748,1.727264646,65.15218629,1.560454158,106.3239143
,,0.4,75.2,37.6,188,3,3,4.5,20,14,65,53,3,6,200,561,349.1066271,210000,0.3,1,77.7232,494.33,75.2,0.4,62.67,564,247.167,118.14,0.69,118.14,67.43,22.48,0.42,49.17,1.58,9.34,12.6,10.09,274.73,118.14,0.66,118.14,67.43,22.48,0.42,49.17,1.58,118.14,49.17,1.58,130.77,54.43,1.43,247.17,118.14,126.73,0.69,274.73,118.14,130.77,0.69,90.05,0.59,0.90,0.86,0.69,0.87,89.84,0.87,118.14,0.69,81.16,0.96,0.87,103.3467025,274.7324692,77.7232,49.17120926,1.580664807,54.42754657,1.42801219,81.16058795
,,0.6,112.8,56.4,188,3,3,4.5,20,14,65,53,3,6,200,561,349.1066271,210000,0.3,1,52.2108,351.678,112.8,0.6,62.67,564,175.839,118.14,0.82,117.47,54.14,18.05,0.33,39.26,1.33,9.34,12.6,10.09,274.73,118.14,0.66,118.14,54.14,18.05,0.33,39.48,1.32,118.14,39.48,1.32,130.77,43.70,1.19,175.84,118.14,114.15,0.43,274.73,118.14,130.77,0.43,55.63,0.40,0.64,0.94,0.46,0.87,59.89,0.87,118.14,0.46,54.11,0.96,0.87,103.3467025,274.7324692,52.2108,39.48230103,1.322384933,43.70290685,1.194675681,54.10705864
,,0.8,150.4,75.2,188,3,3,4.5,20,14,65,53,3,6,200,561,349.1066271,210000,0.3,1,28.4953,261.481,150.4,0.8,62.67,564,130.7405,118.14,0.95,101.29,40.86,13.62,0.25,25.54,1.12,9.34,12.6,10.09,274.73,118.14,0.66,118.14,40.86,13.62,0.25,29.79,0.96,118.14,29.79,0.96,130.77,32.98,0.86,130.74,118.14,103.81,0.16,274.73,118.14,130.77,0.16,21.21,0.22,0.48,1.34,0.23,0.95,29.95,0.95,118.14,0.23,27.05,1.05,0.95,103.3467025,274.7324692,28.4953,29.7933928,0.956430179,32.97826713,0.864062987,27.05352932
9,250x70x22x1.5,0,0,0,244,1.5,1.5,2.25,22,19,70,64,1.5,3,250,673,349.1066271,210000,0.3,1,43.9608,117.17,0,0,162.6666667,366,58.585,76.66,1.14,54.62,122.00,81.33,1,54.62,0.80,9.34,12.6,10.09,26.46,76.66,1.70,26.46,122.00,81.33,1,26.46,1.66,59.57,59.57,0.74,45.18,45.18,0.97,58.59,76.66,59.57,Not Applicable,26.46,76.66,45.18,Not Applicable,45.18,0.97,2.21,#VALUE!,Not Applicable,#VALUE!,#VALUE!,#VALUE!,73.39,Not Applicable,#VALUE!,#VALUE!,#VALUE!,67.06541335,26.45988945,43.9608,26.45988945,1.661412837,45.18445277,0.972918721,118.1376826
,,0.2,48.8,24.4,244,1.5,1.5,2.25,22,19,70,64,1.5,3,250,673,349.1066271,210000,0.3,1,40.7333,98.945,48.8,0.2,162.6666667,366,49.4725,76.66,1.24,49.47,104.76,69.84,1,49.47,0.82,9.34,12.6,10.09,26.46,76.66,1.70,26.46,104.76,69.84,1,26.46,1.54,56.24,56.24,0.72,45.18,45.18,0.90,49.47,76.66,56.24,0.88,26.46,76.66,45.18,0.88,39.76,0.90,1.87,1.02,0.90,1.00,40.67,1.00,71.94,0.90,64.75,0.63,1.00,67.06541335,26.45988945,40.7333,26.45988945,1.539435759,45.18445277,0.901489285,64.74716221
,,0.4,97.6,48.8,244,1.5,1.5,2.25,22,19,70,64,1.5,3,250,673,349.1066271,210000,0.3,1,31.9066,47.587,97.6,0.4,162.6666667,366,23.7935,76.66,1.80,23.79,87.51,58.34,1,23.79,1.34,9.34,12.6,10.09,26.46,76.66,1.70,26.46,87.51,58.34,1,26.46,1.21,43.50,43.50,0.73,45.18,45.18,0.71,23.79,76.66,43.50,0.69,26.46,76.66,45.18,0.69,31.11,0.71,0.90,1.03,0.69,1.03,31.04,1.03,66.00,0.69,45.34,0.70,1.03,67.06541335,26.45988945,31.9066,26.45988945,1.20584782,45.18445277,0.706141118,45.34416833
,,0.6,146.4,73.2,244,1.5,1.5,2.25,22,19,70,64,1.5,3,250,673,349.1066271,210000,0.3,1,19.9265,33.618,146.4,0.6,162.6666667,366,16.809,76.66,2.14,16.81,70.27,46.85,0.87,14.58,1.37,9.34,12.6,10.09,26.46,76.66,1.70,26.46,70.27,46.85,0.87,22.95,0.87,38.36,33.28,0.60,45.18,39.20,0.51,16.81,76.66,38.36,0.43,26.46,76.66,45.18,0.43,19.22,0.44,0.64,1.04,0.46,0.96,20.69,0.96,63.36,0.46,29.02,0.69,0.96,67.06541335,26.45988945,19.9265,22.9542975,0.868094526,39.19809919,0.508353732,29.01727972
,,0.8,195.2,97.6,244,1.5,1.5,2.25,22,19,70,64,1.5,3,250,673,349.1066271,210000,0.3,1,9.7377,24.913,195.2,0.8,162.6666667,366,12.4565,76.66,2.48,12.46,53.02,35.35,0.65,8.15,1.19,9.34,12.6,10.09,26.46,76.66,1.70,26.46,53.02,35.35,0.65,17.32,0.56,34.37,22.50,0.43,45.18,29.58,0.33,12.46,76.66,34.37,0.16,26.46,76.66,45.18,0.16,7.33,0.22,0.47,1.33,0.23,0.94,10.35,0.94,61.16,0.23,14.01,0.70,0.94,67.06541335,26.45988945,9.7377,17.32134106,0.562179335,29.57893375,0.32921065,14.00532751
10,250x70x22x2,0,0,0,242,2,2,3,22,18,70,62,2,4,250,669,349.1066271,210000,0.3,1,74.4909,279,0,0,121,484,139.5,101.38,0.85,96.92,121.00,60.50,1,96.92,0.77,9.34,12.6,10.09,63.24,101.38,1.27,63.24,121.00,60.50,1,63.24,1.18,95.56,95.56,0.78,73.51,73.51,1.01,139.50,101.38,95.56,Not Applicable,63.24,101.38,73.51,Not Applicable,73.51,1.01,2.21,#VALUE!,Not Applicable,#VALUE!,#VALUE!,#VALUE!,103.99,Not Applicable,#VALUE!,#VALUE!,#VALUE!,88.6875958,63.2380829,74.4909,63.2380829,1.177943679,73.51436045,1.013283657,103.9927627
,,0.2,48.4,24.2,242,2,2,3,22,18,70,62,2,4,250,669,349.1066271,210000,0.3,1,68.6222,236.529,48.4,0.2,121,484,118.2645,101.38,0.93,89.24,103.90,51.95,0.96,85.85,0.80,9.34,12.6,10.09,63.24,101.38,1.27,63.24,103.90,51.95,0.96,60.84,1.13,90.62,87.18,0.79,73.51,70.72,0.97,118.26,101.38,90.62,0.88,63.24,101.38,73.51,0.88,64.69,0.93,1.87,1.06,0.90,1.04,66.16,1.04,101.99,0.90,91.79,0.75,1.04,88.6875958,63.2380829,68.6222,60.83592957,1.127988024,70.72185383,0.970311103,91.79470429
,,0.4,96.8,48.4,242,2,2,3,22,18,70,62,2,4,250,669,349.1066271,210000,0.3,1,48.0657,113.25,96.8,0.4,121,484,56.625,101.38,1.34,56.63,86.80,43.40,0.80,45.51,1.06,9.34,12.6,10.09,63.24,101.38,1.27,63.24,86.80,43.40,0.80,50.82,0.95,70.77,56.87,0.85,73.51,59.08,0.81,56.63,101.38,70.77,0.69,63.24,101.38,73.51,0.69,50.62,0.65,0.90,0.95,0.69,0.95,50.50,0.95,93.53,0.69,64.26,0.75,0.95,88.6875958,63.2380829,48.0657,50.82178479,0.945769618,59.08039641,0.813564277,64.25705596
,,0.6,145.2,72.6,242,2,2,3,22,18,70,62,2,4,250,669,349.1066271,210000,0.3,1,30.5886,80.3,145.2,0.6,121,484,40.15,101.38,1.59,40.15,69.69,34.85,0.65,25.91,1.18,9.34,12.6,10.09,63.24,101.38,1.27,63.24,69.69,34.85,0.65,40.81,0.75,62.74,40.49,0.76,73.51,47.44,0.64,40.15,101.38,62.74,0.43,63.24,101.38,73.51,0.43,31.27,0.42,0.63,0.98,0.46,0.91,33.67,0.91,89.82,0.46,41.14,0.74,0.91,88.6875958,63.2380829,30.5886,40.80764,0.749580226,47.43893899,0.644799413,41.13933519
,,0.8,193.6,96.8,242,2,2,3,22,18,70,62,2,4,250,669,349.1066271,210000,0.3,1,16.1946,59.436,193.6,0.8,121,484,29.718,101.38,1.85,29.72,52.59,26.30,0.49,14.47,1.12,9.34,12.6,10.09,63.24,101.38,1.27,63.24,52.59,26.30,0.49,30.79,0.53,56.36,27.44,0.59,73.51,35.80,0.45,29.72,101.38,56.36,0.16,63.24,101.38,73.51,0.16,11.92,0.22,0.47,1.36,0.23,0.96,16.83,0.96,86.70,0.23,19.85,0.82,0.96,88.6875958,63.2380829,16.1946,30.79349522,0.52590977,35.79748157,0.452394953,19.85381339
11,250x70x22x2.5,0,0,0,240,2.5,2.5,3.75,22,17,70,60,2.5,5,250,665,349.1066271,210000,0.3,1,104.523,548.258,0,0,96,600,274.129,125.68,0.68,125.68,120.00,48.00,0.89,111.71,0.94,9.34,12.6,10.09,124.54,125.68,1.00,101.96,120.00,48.00,0.89,90.63,1.15,136.51,121.34,0.86,106.51,94.67,1.10,274.13,125.68,136.51,Not Applicable,124.54,125.68,106.51,Not Applicable,125.68,0.98,2.20,#VALUE!,Not Applicable,#VALUE!,#VALUE!,#VALUE!,136.08,Not Applicable,#VALUE!,#VALUE!,#VALUE!,109.9433006,124.5411463,104.523,90.63413884,1.153240946,94.67296348,1.104042761,136.0845755
,,0.2,48,24,240,2.5,2.5,3.75,22,17,70,60,2.5,5,250,665,349.1066271,210000,0.3,1,91.7876,465.048,48,0.2,96,600,232.524,125.68,0.74,125.68,103.04,41.22,0.76,95.92,0.96,9.34,12.6,10.09,124.54,125.68,1.00,101.96,103.04,41.22,0.76,77.82,1.18,129.91,99.15,0.93,106.51,81.29,1.13,232.52,125.68,129.91,0.88,124.54,125.68,106.51,0.88,93.73,0.86,1.87,0.98,0.90,0.96,95.86,0.96,133.48,0.90,120.13,0.76,0.96,109.9433006,124.5411463,91.7876,77.82365985,1.179430525,81.29162589,1.129115072,120.1314786
,,0.4,96,48,240,2.5,2.5,3.75,22,17,70,60,2.5,5,250,665,349.1066271,210000,0.3,1,67.8789,222.554,96,0.4,96,600,111.277,125.68,1.06,96.38,86.08,34.43,0.64,61.45,1.10,9.34,12.6,10.09,124.54,125.68,1.00,101.96,86.08,34.43,0.64,65.01,1.04,102.60,65.42,1.04,106.51,67.91,1.00,111.28,125.68,102.60,0.69,124.54,125.68,106.51,0.69,73.34,0.64,0.89,0.93,0.69,0.93,73.17,0.93,122.41,0.69,84.09,0.81,0.93,109.9433006,124.5411463,67.8789,65.01318086,1.044079048,67.91028829,0.999537798,84.09309665
,,0.6,144,72,240,2.5,2.5,3.75,22,17,70,60,2.5,5,250,665,349.1066271,210000,0.3,1,44.0768,157.683,144,0.6,96,600,78.8415,125.68,1.26,78.84,69.12,27.65,0.51,40.36,1.09,9.34,12.6,10.09,124.54,125.68,1.00,101.96,69.12,27.65,0.51,52.20,0.84,91.31,46.75,0.94,106.51,54.53,0.81,78.84,125.68,91.31,0.43,124.54,125.68,106.51,0.43,45.31,0.41,0.63,0.97,0.46,0.90,48.78,0.90,117.54,0.46,53.84,0.82,0.90,109.9433006,124.5411463,44.0768,52.20270188,0.844339439,54.5289507,0.80831924,53.83558804
,,0.8,192,96,240,2.5,2.5,3.75,22,17,70,60,2.5,5,250,665,349.1066271,210000,0.3,1,23.5989,116.862,192,0.8,96,600,58.431,125.68,1.47,58.43,52.16,20.86,0.39,22.57,1.05,9.34,12.6,10.09,124.54,125.68,1.00,101.96,52.16,20.86,0.39,39.39,0.60,82.30,31.80,0.74,106.51,41.15,0.57,58.43,125.68,82.30,0.16,124.54,125.68,106.51,0.16,17.28,0.22,0.47,1.37,0.23,0.97,24.39,0.97,113.47,0.23,25.99,0.91,0.97,109.9433006,124.5411463,23.5989,39.39222289,0.599075103,41.1476131,0.573518078,25.98548409
12,250x70x22x3,0,0,0,238,3,3,4.5,22,16,70,58,3,6,250,661,349.1066271,210000,0.3,1,131.184,951.025,0,0,79.33333333,714,475.5125,149.56,0.56,149.56,119.00,39.67,0.73,109.86,1.19,9.34,12.6,10.09,217.02,149.56,0.83,146.83,119.00,39.67,0.73,107.85,1.22,180.95,132.92,0.99,143.36,105.30,1.25,475.51,149.56,180.95,Not Applicable,217.02,149.56,143.36,Not Applicable,149.56,0.92,2.19,#VALUE!,Not Applicable,#VALUE!,#VALUE!,#VALUE!,169.26,Not Applicable,#VALUE!,#VALUE!,#VALUE!,130.8325277,217.0155639,131.184,107.8546252,1.216303888,105.3046391,1.245757083,169.2643712
,,0.2,47.6,23.8,238,3,3,4.5,22,16,70,58,3,6,250,661,349.1066271,210000,0.3,1,120.077,808.211,47.6,0.2,79.33333333,714,404.1055,149.56,0.61,149.56,102.18,34.06,0.63,94.33,1.27,9.34,12.6,10.09,217.02,149.56,0.83,146.83,102.18,34.06,0.63,92.61,1.30,172.89,109.05,1.10,143.36,90.42,1.33,404.11,149.56,172.89,0.88,217.02,149.56,143.36,0.88,126.15,0.84,1.86,0.95,0.90,0.93,129.02,0.93,166.06,0.90,149.46,0.80,0.93,130.8325277,217.0155639,120.077,92.61015522,1.296585668,90.42059114,1.327982913,149.456547
,,0.4,95.2,47.6,238,3,3,4.5,22,16,70,58,3,6,250,661,349.1066271,210000,0.3,1,87.6994,386.284,95.2,0.4,79.33333333,714,193.142,149.56,0.88,138.52,85.36,28.45,0.53,72.99,1.20,9.34,12.6,10.09,217.02,149.56,0.83,146.83,85.36,28.45,0.53,77.37,1.13,138.14,72.79,1.20,143.36,75.54,1.16,193.14,149.56,138.14,0.69,217.02,149.56,143.36,0.69,98.71,0.61,0.89,0.89,0.69,0.89,98.49,0.89,152.27,0.69,104.61,0.84,0.89,130.8325277,217.0155639,87.6994,77.36568523,1.133569744,75.53654322,1.161019505,104.6105382
,,0.6,142.8,71.4,238,3,3,4.5,22,16,70,58,3,6,250,661,349.1066271,210000,0.3,1,58.0491,274.04,142.8,0.6,79.33333333,714,137.02,149.56,1.04,116.67,68.54,22.85,0.42,49.36,1.18,9.34,12.6,10.09,217.02,149.56,0.83,146.83,68.54,22.85,0.42,62.12,0.93,123.49,52.25,1.11,143.36,60.65,0.96,137.02,149.56,123.49,0.43,217.02,149.56,143.36,0.43,60.98,0.40,0.63,0.95,0.46,0.88,65.66,0.88,146.25,0.46,66.98,0.87,0.88,130.8325277,217.0155639,58.0491,62.12121523,0.93444888,60.65249529,0.957076864,66.9822665
,,0.8,190.4,95.2,238,3,3,4.5,22,16,70,58,3,6,250,661,349.1066271,210000,0.3,1,30.6741,203.168,190.4,0.8,79.33333333,714,101.584,149.56,1.21,100.46,51.72,17.24,0.32,32.07,0.96,9.34,12.6,10.09,217.02,149.56,0.83,146.83,51.72,17.24,0.32,46.88,0.65,111.66,35.65,0.86,143.36,45.77,0.67,101.58,149.56,111.66,0.16,217.02,149.56,143.36,0.16,23.25,0.21,0.47,1.32,0.23,0.93,32.83,0.93,141.19,0.23,32.33,0.95,0.93,130.8325277,217.0155639,30.6741,46.87674524,0.654356437,45.76844737,0.670201892,32.33309806
13,300x75x25x1.5,0,0,0,294,1.5,1.5,2.25,25,22,75,69,1.5,3,300,773,349.1066271,210000,0.3,1,52.4148,96.296,0,0,196,441,48.148,92.37,1.39,48.15,147.00,98.00,1,48.15,1.09,9.34,12.6,10.09,21.96,92.37,2.05,21.96,147.00,98.00,1,21.96,2.39,62.95,62.95,0.83,47.61,47.61,1.10,48.15,92.37,62.95,Not Applicable,21.96,92.37,47.61,Not Applicable,92.37,1.10,2.19,#VALUE!,Not Applicable,#VALUE!,#VALUE!,#VALUE!,84.53,Not Applicable,#VALUE!,#VALUE!,#VALUE!,80.80832592,21.95990825,52.4148,21.95990825,2.386840573,47.60690911,1.100991452,84.53271976
,,0.2,58.8,29.4,294,1.5,1.5,2.25,25,22,75,69,1.5,3,300,773,349.1066271,210000,0.3,1,47.5734,81.646,58.8,0.2,196,441,40.823,92.37,1.50,40.82,126.22,84.15,1,40.82,1.17,9.34,12.6,10.09,21.96,92.37,2.05,21.96,126.22,84.15,1,21.96,2.17,59.42,59.42,0.80,47.61,47.61,1.00,40.82,92.37,59.42,0.88,21.96,92.37,47.61,0.88,41.89,1.00,1.86,1.14,0.90,1.11,42.85,1.11,82.91,0.90,74.62,0.64,1.11,80.80832592,21.95990825,47.5734,21.95990825,2.166375171,47.60690911,0.999296129,74.61618788
,,0.4,117.6,58.8,294,1.5,1.5,2.25,25,22,75,69,1.5,3,300,773,349.1066271,210000,0.3,1,34.9766,39.09,117.6,0.4,196,441,19.545,92.37,2.17,19.55,105.45,70.30,1,19.55,1.79,9.34,12.6,10.09,21.96,92.37,2.05,21.96,105.45,70.30,1,21.96,1.59,45.63,45.63,0.77,47.61,47.61,0.73,19.55,92.37,45.63,0.69,21.96,92.37,47.61,0.69,32.78,0.73,0.89,1.07,0.69,1.07,32.71,1.07,76.02,0.69,52.23,0.67,1.07,80.80832592,21.95990825,34.9766,21.95990825,1.592748002,47.60690911,0.73469588,52.22565059
,,0.6,176.4,88.2,294,1.5,1.5,2.25,25,22,75,69,1.5,3,300,773,349.1066271,210000,0.3,1,21.5568,27.58,176.4,0.6,196,441,13.79,92.37,2.59,13.79,84.67,56.45,1,13.79,1.56,9.34,12.6,10.09,21.96,92.37,2.05,21.96,84.67,56.45,1,21.96,0.98,40.14,40.14,0.54,47.61,47.61,0.45,13.79,92.37,40.14,0.43,21.96,92.37,47.61,0.43,20.25,0.45,0.63,1.06,0.46,0.99,21.80,0.99,72.96,0.46,33.42,0.65,0.99,80.80832592,21.95990825,21.5568,21.95990825,0.981643446,47.60690911,0.452808225,33.41529973
,,0.8,235.2,117.6,294,1.5,1.5,2.25,25,22,75,69,1.5,3,300,773,349.1066271,210000,0.3,1,10.289,15.004,235.2,0.8,196,441,7.502,92.37,3.51,7.50,63.89,42.59,0.79,5.92,1.74,9.34,12.6,10.09,21.96,92.37,2.05,21.96,63.89,42.59,0.79,17.32,0.59,31.98,25.22,0.41,47.61,37.55,0.27,7.50,92.37,31.98,0.16,21.96,92.37,47.61,0.16,7.72,0.22,0.34,1.33,0.23,0.94,10.90,0.94,67.91,0.23,15.55,0.66,0.94,80.80832592,21.95990825,10.289,17.32134106,0.594007125,37.55095422,0.274001026,15.550574
14,300x75x25x2,0,0,0,292,2,2,3,25,21,75,67,2,4,300,769,349.1066271,210000,0.3,1,81.7077,229.476,0,0,146,584,114.738,122.33,1.03,96.55,146.00,73.00,1,96.55,0.85,9.34,12.6,10.09,52.41,122.33,1.53,52.41,146.00,73.00,1,52.41,1.56,101.80,101.80,0.80,77.84,77.84,1.05,114.74,122.33,101.80,Not Applicable,52.41,122.33,77.84,Not Applicable,77.84,1.05,2.19,#VALUE!,Not Applicable,#VALUE!,#VALUE!,#VALUE!,119.95,Not Applicable,#VALUE!,#VALUE!,#VALUE!,107.0114792,52.40964405,81.7077,52.40964405,1.559020319,77.83833649,1.049710254,119.9524735
,,0.2,58.4,29.2,292,2,2,3,25,21,75,67,2,4,300,769,349.1066271,210000,0.3,1,72.8256,194.768,58.4,0.2,146,584,97.384,122.33,1.12,88.95,125.36,62.68,1,88.95,0.82,9.34,12.6,10.09,52.41,122.33,1.53,52.41,125.36,62.68,1,52.41,1.39,96.37,96.37,0.76,77.84,77.84,0.94,97.38,122.33,96.37,0.88,52.41,122.33,77.84,0.88,68.50,0.94,1.86,1.06,0.90,1.04,70.05,1.04,117.66,0.90,105.90,0.69,1.04,107.0114792,52.40964405,72.8256,52.40964405,1.389545785,77.83833649,0.935600673,105.8955526
,,0.4,116.8,58.4,292,2,2,3,25,21,75,67,2,4,300,769,349.1066271,210000,0.3,1,53.4157,93.116,116.8,0.4,146,584,46.558,122.33,1.62,46.56,104.73,52.36,0.97,45.15,1.18,9.34,12.6,10.09,52.41,122.33,1.53,52.41,104.73,52.36,0.97,50.82,1.05,74.65,72.39,0.74,77.84,75.48,0.71,46.56,122.33,74.65,0.69,52.41,122.33,77.84,0.69,53.60,0.69,0.89,1.00,0.69,1.00,53.47,1.00,107.88,0.69,74.11,0.72,1.00,107.0114792,52.40964405,53.4157,50.82178479,1.051039436,75.48006206,0.707679598,74.11130933
